date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:26:55	3300/3300	---M--	200	added ('OK')	image/png	etag:%22701667740%22	http://s.jimdo.com/s/js/plugins/tinyLightbox/img/next.png	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/js/plugins/tinyLightbox/img/next.png	(from http://maquette-site.jimdo.com/)
10:26:56	80/80	---M--	200	added ('OK')	image/gif	etag:%221038670103%22	http://s.jimdo.com/s/img/alert.gif	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/img/alert.gif	(from http://maquette-site.jimdo.com/)
10:26:56	125/125	---M--	200	added ('OK')	image/gif	etag:%222982078690%22	http://s.jimdo.com/s/img/warning.gif	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/img/warning.gif	(from http://maquette-site.jimdo.com/)
10:26:56	929/929	---M--	200	added ('OK')	image/png	etag:%223839800729%22	http://s.jimdo.com/s/js/plugins/popup/img/popup-bg.png	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/js/plugins/popup/img/popup-bg.png	(from http://maquette-site.jimdo.com/)
10:26:57	4283/4283	---M--	200	added ('OK')	image/png	etag:%222844966798%22	http://s.jimdo.com/s/img/cms/siteadmin/buttons-slice.png	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/img/cms/siteadmin/buttons-slice.png	(from http://maquette-site.jimdo.com/)
10:26:57	1849/1849	---M--	200	added ('OK')	image/gif	etag:%22166922717%22	http://s.jimdo.com/s/js/external/plugins/jqzoom/images/zoomloader.gif	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/js/external/plugins/jqzoom/images/zoomloader.gif	(from http://maquette-site.jimdo.com/)
10:26:57	124/124	---M--	200	added ('OK')	image/gif	etag:%223722169733%22	http://s.jimdo.com/s/img/web/shop/quantity-control.gif	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/img/web/shop/quantity-control.gif	(from http://maquette-site.jimdo.com/)
10:26:57	57/57	---M--	200	added ('OK')	image/gif	etag:%223430386953%22	http://s.jimdo.com/s/img/cms/module/shop/infinite.gif	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/img/cms/module/shop/infinite.gif	(from http://maquette-site.jimdo.com/)
10:26:57	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2007%20May%202012%2008:26:58%20GMT	http://maquette-site.jimdo.com/app/download/6021018081/Catalogue+du+17042012_a_telecharger.xls?t=1334686220	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/app/download/6021018081/Catalogue+du+17042012_a_telecharger.5c171f.delayed	(from http://maquette-site.jimdo.com/)
10:26:58	3132/3132	---M--	200	added ('OK')	image/png	etag:%22871687146%22	http://s.jimdo.com/s/img/cc/icons/xls.png	D:/Documents/Benoît/Documents/Wilbox/Wilbox/s.jimdo.com/s/img/cc/icons/xls.png	(from http://maquette-site.jimdo.com/)
10:26:59	9017/9017	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:26:59%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/tous-les-jeux/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/tous-les-jeux/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:26:59	0/0	---M--	302	error ('')			http://maquette-site.jimdo.com/app/download/6021018081/Catalogue+du+17042012_a_telecharger.xls?t=1334686220	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/app/download/6021018081/Catalogue+du+17042012_a_telecharger.5e171f.delayed	(from http://maquette-site.jimdo.com/)
10:26:59	14172/14172	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:26:59%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-pour-enfants/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-pour-enfants/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:00	9326/9326	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:26:59%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-classiques/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-classiques/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:01	9693/9693	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:27:00%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-en-solo/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-en-solo/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:01	9009/9009	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:27:01%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-Ã -2/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-Ã -2/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:01	9027/9027	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:27:01%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-tv-cinÃ©ma/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-tv-cinÃ©ma/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:02	9031/9031	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:27:02%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-en-coopÃ©ration/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-en-coopÃ©ration/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:03	9036/9036	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:27:03%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-de-connaissances/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-de-connaissances/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:03	9013/9013	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:27:03%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-apÃ©ro/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-apÃ©ro/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:05	9024/9024	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:27:04%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-d-ambiance/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-d-ambiance/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:05	9018/9018	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20May%202012%2008:27:05%20GMT	http://maquette-site.jimdo.com/jeux-de-societes/jeux-de-dÃ©s/	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/jeux-de-societes/jeux-de-dÃ©s/index.html	(from http://maquette-site.jimdo.com/jeux-de-societes/)
10:27:06	1247/1247	---MC-	200	added ('OK')	image/gif	date:Mon,%2007%20May%202012%2008:27:06%20GMT	http://maquette-site.jimdo.com/app/common/captcha/index/captchaId/e8f800ecf42d20cfb5b3d48d88a450c38f2eff0c	D:/Documents/Benoît/Documents/Wilbox/Wilbox/maquette-site.jimdo.com/app/common/captcha/index/captchaId/e8f800ecf42d20cfb5b3d48d88a450c38f2eff0c.gif	(from http://maquette-site.jimdo.com/)
10:27:07	5532/5532	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Apr%202012%2020:20:47%20GMT	http://u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/i545e4a5a2efbd81b/1334002847/std/image.jpg	D:/Documents/Benoît/Documents/Wilbox/Wilbox/u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/i545e4a5a2efbd81b/1334002847/std/image.jpg	(from http://maquette-site.jimdo.com/)
10:27:08	1043/1043	---M--	200	added ('OK')	text/css	date:Mon,%2007%20May%202012%2008:27:08%20GMT	http://u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/layout/lfd1049b4455b755d/css/font.css?t=1336047274	D:/Documents/Benoît/Documents/Wilbox/Wilbox/u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/layout/lfd1049b4455b755d/css/font0c4c.css	(from http://maquette-site.jimdo.com/)
10:27:15	77053/77053	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202012%2016:48:22%20GMT	http://u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/ic99d5b60c8ed3271/1330361302/std/image.png	D:/Documents/Benoît/Documents/Wilbox/Wilbox/u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/ic99d5b60c8ed3271/1330361302/std/image.png	(from http://maquette-site.jimdo.com/)
10:27:19	479185/479185	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202012%2015:53:22%20GMT	http://u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/i98c9c1f2a312887e/1330358002/orig/image.png	D:/Documents/Benoît/Documents/Wilbox/Wilbox/u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/i98c9c1f2a312887e/1330358002/orig/image.png	(from http://maquette-site.jimdo.com/)
10:27:20	186428/186428	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202012%2016:47:58%20GMT	http://u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/idb900dd92d41086c/1330361278/std/image.png	D:/Documents/Benoît/Documents/Wilbox/Wilbox/u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/idb900dd92d41086c/1330361278/std/image.png	(from http://maquette-site.jimdo.com/)
10:27:22	38186/38186	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202012%2016:46:12%20GMT	http://u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/i8be4f875d8d57a6f/1330361172/std/image.jpg	D:/Documents/Benoît/Documents/Wilbox/Wilbox/u.jimdo.com/www49/o/s18cbac0d3fb4d7d7/img/i8be4f875d8d57a6f/1330361172/std/image.jpg	(from http://maquette-site.jimdo.com/jeux-de-societes/jeux-en-solo/)
